date,venue,rest_count,stay_count,rest_revenue,stay_revenue,addrest_revenue,addperson_revenue,fnb_revenue,other_revenue,note,created_at,checkin_hours,checkout_hours
2026-04-28,jiati,40,12,38620,29488,4800,0,1200,0,歷史資料匯入,2026-06-11 07:18:21,1|1|1|0|0|0|0|1|0|1|3|2|0|2|2|2|1|5|5|4|7|5|2|4,1|2|2|1|1|0|0|2|3|2|1|2|3|3|2|1|2|1|5|3|3|7|4|0
2026-04-29,jiati,48,13,46235,30787,6400,0,300,0,歷史資料匯入,2026-06-11 07:18:21,1|3|1|1|1|0|0|0|1|2|1|2|4|7|4|5|0|2|4|5|6|6|3|0,1|2|1|1|1|1|3|1|1|4|2|3|3|1|4|7|2|4|4|2|2|4|2|4
2026-04-30,jiati,44,20,43072,51280,2400,0,1730,3000,歷史資料匯入,2026-06-11 07:18:21,2|1|1|1|2|1|0|0|0|0|2|2|4|2|7|3|3|1|2|9|7|5|2|4,0|1|1|0|0|0|2|1|2|2|2|0|3|3|0|5|2|7|3|2|5|2|8|2
2026-05-01,jiati,28,27,28064,86373,800,500,4350,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|0|0|0|0|0|0|0|1|1|1|4|6|3|3|3|2|4|10|6|3|2,0|0|0|0|0|0|1|0|1|2|0|5|3|1|3|4|4|4|3|5|1|3|3|0
2026-05-02,jiati,45,12,44560,41788,8000,0,750,0,歷史資料匯入,2026-06-11 07:18:21,1|1|1|2|0|0|1|0|0|1|2|2|2|4|1|9|3|2|1|2|9|4|4|1,2|3|1|1|0|0|3|0|3|2|7|7|3|3|3|1|5|5|4|1|1|3|5|3
2026-05-03,jiati,35,10,35580,23290,4800,0,600,0,歷史資料匯入,2026-06-11 07:18:21,0|0|0|0|0|0|1|0|0|1|0|1|3|3|1|4|5|4|5|3|3|4|5|0,3|1|0|0|0|0|1|1|0|2|2|5|1|2|0|3|3|5|2|5|2|5|0|3
2026-05-04,jiati,29,10,28152,23290,2000,0,300,0,歷史資料匯入,2026-06-11 07:18:21,0|0|0|0|0|0|0|0|0|2|0|2|4|2|3|1|0|5|3|4|5|1|2|1,1|0|0|0|0|1|0|0|0|2|2|2|1|1|5|1|3|2|0|4|2|3|4|1
2026-05-05,jiati,32,12,30416,27188,3200,0,300,0,歷史資料匯入,2026-06-11 07:18:21,2|1|0|0|0|0|0|0|0|1|3|3|4|3|1|2|1|1|6|4|2|2|1|2,1|2|2|1|0|1|0|2|0|1|4|2|2|3|3|2|2|2|2|2|2|4|0|0
2026-05-06,jiati,41,11,39808,24589,5600,0,640,0,歷史資料匯入,2026-06-11 07:18:21,1|1|1|1|1|0|0|0|1|1|5|2|2|2|3|3|3|0|5|12|2|1|1|1,0|1|0|0|1|0|1|1|1|1|2|4|5|2|2|0|1|4|2|3|1|10|4|0
2026-05-07,jiati,41,19,39608,44581,800,0,750,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|0|0|0|0|1|0|2|3|6|1|3|5|2|2|4|8|3|5|9|2|0,1|0|0|0|0|0|2|4|2|3|1|3|4|4|2|4|2|5|3|0|8|3|4|1
2026-05-08,jiati,36,10,35068,26690,3600,0,660,800,歷史資料匯入,2026-06-11 07:18:21,1|1|0|1|0|0|0|2|3|2|0|2|3|1|2|3|3|2|3|2|6|1|2|3,1|0|1|1|1|0|1|3|1|1|8|2|2|1|3|3|2|3|2|4|0|2|3|2
2026-05-09,jiati,39,15,39132,45665,5600,1000,870,0,歷史資料匯入,2026-06-11 07:18:21,4|0|0|0|1|0|0|1|2|1|1|1|0|4|4|5|0|4|4|5|5|4|5|2,2|2|1|1|0|0|0|0|0|0|6|2|3|0|2|2|3|4|3|0|3|4|5|2
2026-05-10,jiati,47,9,46536,20991,8400,0,680,0,歷史資料匯入,2026-06-11 07:18:21,1|2|1|0|0|0|0|0|1|1|2|5|3|6|6|2|4|3|2|2|3|1|6|3,2|1|1|1|0|1|0|1|1|0|7|5|4|2|5|5|6|3|4|3|3|4|1|2
2026-05-11,jiati,34,12,31892,28988,4400,0,1470,0,歷史資料匯入,2026-06-11 07:18:21,2|1|0|2|0|0|0|1|0|1|4|2|2|4|3|2|0|6|5|2|3|0|4|2,1|0|0|0|0|1|2|3|0|2|4|4|1|4|2|5|3|0|1|4|3|5|0|0
2026-05-12,jiati,40,11,39220,25789,6400,500,750,500,歷史資料匯入,2026-06-11 07:18:21,2|2|1|1|0|0|0|0|0|2|0|1|5|2|5|3|1|7|6|5|3|2|1|2,1|0|1|0|2|1|0|0|1|2|3|1|2|1|3|3|3|4|6|3|6|2|3|1
2026-05-13,jiati,38,10,37744,23390,2800,500,150,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|1|0|0|1|0|0|1|1|1|6|3|5|4|5|0|5|6|1|1|1|1,1|0|1|0|0|0|0|0|3|1|1|0|1|3|5|6|5|1|6|3|2|5|1|0
2026-05-14,jiati,36,12,34768,30276,2800,500,1430,0,歷史資料匯入,2026-06-11 07:18:21,2|0|0|2|0|0|0|0|0|1|3|1|2|3|4|2|1|3|9|2|5|3|1|2,1|1|0|1|0|0|2|2|3|0|5|3|1|1|4|2|1|4|0|6|5|1|3|1
2026-05-15,jiati,50,23,49600,61177,3600,0,750,150,歷史資料匯入,2026-06-11 07:18:21,2|2|1|4|0|0|0|0|0|3|2|2|4|11|4|2|2|5|9|4|5|5|2|4,0|0|0|0|0|1|3|5|1|2|3|7|1|2|3|4|6|5|3|4|7|4|5|1
2026-05-16,jiati,45,24,45260,73776,2000,0,750,0,歷史資料匯入,2026-06-11 07:18:21,1|1|0|1|3|2|0|0|1|2|4|2|1|5|4|5|6|5|2|4|5|7|6|1,1|0|0|0|1|0|0|3|3|0|4|4|8|0|4|2|7|4|5|8|0|4|1|3
2026-05-17,jiati,50,5,49900,11695,8000,0,150,0,歷史資料匯入,2026-06-11 07:18:21,3|1|0|0|0|0|0|0|0|2|2|3|2|5|4|2|7|6|3|3|1|4|1|4,3|0|3|0|2|0|0|0|1|1|2|13|3|3|4|4|4|2|6|8|2|4|2|3
2026-05-18,jiati,48,10,47524,23790,2400,1000,150,0,歷史資料匯入,2026-06-11 07:18:21,2|0|0|0|0|0|0|0|0|2|2|3|2|6|3|5|0|3|6|9|7|5|0|2,0|0|0|1|1|2|0|0|0|1|3|2|2|1|4|5|3|2|3|4|5|4|5|5
2026-05-19,jiati,39,16,37132,41872,3600,0,1800,50,歷史資料匯入,2026-06-11 07:18:21,0|0|0|1|0|0|1|0|2|0|3|1|3|4|5|0|3|6|4|13|3|2|1|2,1|1|0|0|1|0|1|0|1|2|4|1|5|1|3|2|2|3|2|6|4|6|1|0
2026-05-20,jiati,44,15,44472,35285,4800,500,750,0,歷史資料匯入,2026-06-11 07:18:21,2|1|1|2|1|0|0|0|1|2|1|2|4|4|3|6|2|5|5|3|6|1|4|1,0|2|2|0|0|1|2|1|1|8|2|5|2|1|2|3|3|4|6|3|4|6|0|2
2026-05-21,jiati,46,12,45048,28388,4000,0,300,0,歷史資料匯入,2026-06-11 07:18:21,0|1|3|1|0|0|0|0|1|0|4|3|1|2|2|6|3|5|8|3|5|0|5|4,2|1|0|1|2|1|1|1|2|3|3|3|1|3|2|4|4|4|5|3|8|4|1|0
2026-05-22,jiati,36,22,36368,59678,3600,500,1860,0,歷史資料匯入,2026-06-11 07:18:21,0|1|0|1|0|0|0|0|2|2|2|0|3|5|6|2|3|3|4|9|2|4|5|2,0|0|0|0|1|1|0|2|2|3|3|0|5|1|1|3|6|5|5|1|3|1|3|1
2026-05-23,jiati,43,25,43984,79175,2400,0,1380,0,歷史資料匯入,2026-06-11 07:18:21,2|2|0|1|0|0|0|0|2|3|2|2|3|5|7|5|3|4|1|7|7|2|6|2,0|0|0|0|0|0|3|1|3|2|8|6|5|1|2|6|6|3|6|3|2|4|2|1
2026-05-24,jiati,34,10,34092,24390,4000,0,750,0,歷史資料匯入,2026-06-11 07:18:21,2|2|2|1|0|0|1|0|1|0|2|1|2|4|2|4|3|4|1|2|2|3|2|2,1|1|0|0|2|0|2|0|5|3|8|4|1|3|2|2|3|2|4|5|2|3|1|0
2026-05-25,jiati,34,23,32992,53678,3200,0,1710,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|0|0|0|0|1|2|0|1|1|3|6|2|3|4|6|7|5|6|4|0|2,0|0|0|0|0|0|0|2|2|2|3|1|1|2|3|2|4|6|4|4|6|0|0|2
2026-05-26,jiati,39,25,39032,60775,800,1500,1390,0,歷史資料匯入,2026-06-11 07:18:21,1|1|1|0|0|1|1|0|0|2|2|2|1|6|6|5|3|3|4|6|2|3|4|0,0|0|0|0|0|3|0|0|2|0|6|3|2|0|4|4|6|3|6|2|6|1|1|2
2026-05-27,jiati,36,21,35668,52567,1600,1000,950,0,歷史資料匯入,2026-06-11 07:18:21,1|0|1|1|1|1|0|0|1|1|1|5|2|5|3|3|4|2|5|4|2|3|1|0,0|0|0|0|0|2|1|1|4|4|3|2|1|3|3|4|4|5|3|3|2|4|2|1
2026-05-28,jiati,34,21,33792,50779,4800,0,1950,0,歷史資料匯入,2026-06-11 07:18:21,2|0|1|0|0|0|1|0|0|0|3|4|4|1|1|2|2|0|7|3|5|4|4|2,2|0|2|0|0|0|2|4|3|0|0|5|1|4|3|1|5|1|1|2|2|4|3|3
2026-05-29,jiati,35,23,34580,60777,4400,0,1050,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|1|0|1|1|0|1|1|1|10|3|6|2|5|0|3|2|3|8|5|2|0,0|0|0|0|0|0|2|2|5|1|4|5|4|2|5|2|4|3|4|2|4|2|2|1
2026-05-30,jiati,47,19,47048,59241,5600,1000,750,250,歷史資料匯入,2026-06-11 07:18:21,3|2|0|0|0|0|0|1|0|2|1|2|3|5|6|3|5|2|3|8|5|5|4|0,0|3|1|1|0|0|0|1|2|1|3|5|3|0|3|4|7|4|4|3|5|3|6|0
2026-05-31,jiati,38,13,38855,31587,3200,1000,600,0,歷史資料匯入,2026-06-11 07:18:21,1|1|1|0|1|1|0|0|1|0|3|2|1|6|6|3|2|1|3|5|6|3|3|1,2|0|0|0|1|1|0|2|1|0|15|3|1|3|5|2|4|5|3|3|2|2|3|2
2026-06-01,jiati,34,9,33092,19791,2000,0,650,0,歷史資料匯入,2026-06-11 07:18:21,0|2|0|1|0|0|0|0|0|1|1|2|3|3|1|4|0|2|4|9|3|1|5|0,1|2|0|1|1|0|0|1|2|0|3|2|2|3|3|2|3|1|4|1|4|4|4|0
2026-06-02,jiati,37,13,34256,30887,4000,0,1050,0,歷史資料匯入,2026-06-11 07:18:21,3|2|1|0|0|0|1|0|0|0|2|2|5|4|3|2|3|2|3|2|3|1|3|2,0|0|1|4|1|2|0|4|2|0|0|1|2|1|7|3|2|4|1|2|2|2|2|0
2026-06-03,jiati,40,22,39831,51578,4000,0,1730,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|0|0|1|0|0|1|2|4|3|5|3|2|5|2|3|7|6|5|3|3|1,1|0|0|0|0|1|1|4|3|0|1|2|3|1|7|4|3|1|4|5|2|6|1|0
2026-06-04,jiati,39,21,39232,49779,2400,0,900,0,歷史資料匯入,2026-06-11 07:18:21,0|1|0|0|0|0|1|0|0|2|3|3|6|3|4|3|3|3|6|3|5|3|3|3,1|0|0|0|0|1|2|3|5|1|4|2|3|4|2|4|5|3|5|4|2|0|3|3
2026-06-05,jiati,45,15,42672,39785,5200,0,1160,0,歷史資料匯入,2026-06-11 07:18:21,1|2|2|2|0|0|0|1|0|0|3|4|3|6|4|3|1|7|3|2|4|4|3|1,0|2|0|0|2|1|4|0|3|1|3|2|4|5|3|1|5|5|3|5|2|1|2|2
2026-06-06,jiati,44,21,44483,63779,1600,0,2400,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|0|2|1|1|0|0|1|3|1|4|10|2|4|4|5|4|4|4|3|1|4,0|0|0|0|0|0|3|0|0|2|4|2|3|2|1|7|8|4|4|2|2|5|2|1
2026-06-07,jiati,43,7,42795,18292,4800,0,600,0,歷史資料匯入,2026-06-11 07:18:21,1|1|0|0|0|0|0|0|1|1|1|3|3|1|7|6|3|5|0|4|1|4|2|3,1|2|2|0|0|1|0|1|1|1|10|6|1|4|2|1|9|5|2|4|3|2|2|2
2026-06-08,jiati,38,11,37144,25689,2000,0,300,0,歷史資料匯入,2026-06-11 07:18:21,0|0|2|0|0|1|0|0|0|2|1|4|5|5|3|3|1|3|3|2|6|3|2|2,1|0|0|0|0|2|0|0|4|1|1|2|1|3|4|3|7|1|2|2|5|1|2|2
2026-06-09,jiati,39,15,38632,34985,1600,0,300,0,歷史資料匯入,2026-06-11 07:18:21,1|0|1|0|0|0|1|0|1|0|4|1|5|5|4|4|3|1|3|4|3|5|4|2,0|3|0|0|0|0|0|1|3|2|0|5|0|5|2|5|8|1|3|2|4|2|2|0
2026-06-10,jiati,45,16,43560,37684,2800,0,450,0,歷史資料匯入,2026-06-11 07:18:21,3|1|0|1|1|0|1|1|0|1|1|1|5|3|2|3|5|4|7|7|2|4|3|2,2|1|1|0|1|2|0|2|4|4|2|1|1|5|0|2|3|6|3|4|8|2|6|0
